12/12/22,Lista entrenos,<iframe height="560" src="https://ctvet.dokistudio.es/"></iframe>,http://futbolbasecatala.cat/files/grounds/can-trias-ud-390.jpg
12/12/22,Porra mundial,<iframe src="https://docs.google.com/spreadsheets/d/e/2PACX-1vQfEZ-b970biNkjskNjqUNkPZoZyV6ydq2IE4eAcbEvRH_iN1kSjyA1Ie8l_0oGzDOGEADxFAgjd0ng/pubhtml?gid=617724056&amp;single=true&amp;widget=true&amp;headers=false"></iframe>,https://library.sportingnews.com/styles/crop_style_16_9_mobile_2x/s3/2021-10/fifa-2022-world-cup-logo-qatar_z5t4wjudq9ty1mh5kqpn38ott.jpg
31/10/22,Nueva Fecha VS Gornal,Ya tenemos fecha para el partido contra GORNAL UD. Será el dia 16/11/22 a las 21.00 en el Mpal. de Can Trias.,../images/04.jpeg
30/10/22,Horarios Fisio, Aquí tenéis los horarios del fisio del club,https://raw.githubusercontent.com/xavigm/ctveteranos/main/images/fisio.jpg
30/10/22,App ya disponible,Ya esta disponible la app de los veteranos de UD Can Trias. Espero que os guste.,http://futbolbasecatala.cat/files/grounds/can-trias-ud-390.jpg
